No.,text,Valence_Mean,Arousal_Mean,Valence_SD,Arousal_SD
1178,很没尊严,2.778,6.357,0.629,0.44
1179,很没有尊严,2.64,6.063,0.436,0.165
1180,最没尊严,3.211,6.371,0.428,0.56
1181,超没尊严,2.643,7.056,0.44,0.598
1182,更没有悲观,5.271,5.014,0.711,0.794
1183,比较不痛,4.7,4.0,0.9,0.816
1184,稍微不痛,4.65,5.15,0.684,0.843
1185,较不痛,5.75,4.188,0.433,0.348
1186,十分不舒服,2.75,5.938,0.512,0.726
1187,太不舒服,2.75,6.111,0.512,0.737
1188,比较不舒服,4.0,4.857,0.0,0.639
1189,更不舒服,3.063,5.375,0.165,0.484
1190,更加不舒服,3.222,5.833,0.416,0.577
1191,非常不舒服,2.375,7.0,0.484,0.866
1192,很不舒服,2.688,5.333,0.556,0.471
1193,相当不舒服,2.556,5.889,0.497,0.875
1194,挺不舒服,3.4,4.889,0.49,0.737
1195,超不舒服,2.375,6.714,0.484,0.452
1196,越不舒服,3.3,5.583,0.406,0.607
1197,极度不舒服,2.333,6.929,0.471,0.776
1198,蛮不舒服,3.389,5.0,0.458,0.667
1199,超级不舒服,2.333,7.111,0.471,0.737
1200,有点不开心,4.0,5.357,0.0,0.693
1201,非常不开心,2.667,7.167,0.471,1.155
1202,很不开心,2.444,6.778,0.497,0.416
1203,相当不开心,2.556,7.375,0.685,0.484
1204,超不开心,2.6,7.389,0.49,0.875
1205,蛮不开心,3.4,5.688,0.49,0.428
1206,超级不开心,2.333,7.056,0.471,0.762
1207,还不能乱,4.5,5.417,0.447,1.017
1208,比较不伤,4.95,4.688,0.907,0.428
1209,较不伤,4.257,4.378,0.392,0.437
1210,比较没伤害,4.856,4.8,0.753,0.445
1211,比较没有伤害,5.0,5.9,0.764,0.2
1212,最没伤害,5.289,6.125,0.659,0.894
1213,尤其不想,3.714,4.929,0.647,0.623
1214,有点不想,4.0,4.583,0.0,0.731
1215,老不想,4.286,4.8,0.247,0.748
1216,完全没想,4.222,3.583,0.885,0.607
1217,完全没有想,4.588,4.289,0.437,0.731
1218,更不想,4.25,5.667,0.612,0.553
1219,更加不想,3.357,5.5,0.639,0.5
1220,更没有想,4.643,5.0,0.639,0.548
1221,怪不想,4.083,5.417,0.186,0.449
1222,非常不想,2.95,6.25,0.723,0.968
1223,很不想,3.611,5.586,0.574,0.677
1224,特别不想,3.625,6.0,0.484,0.707
1225,超不想,3.188,6.5,0.348,0.5
1226,超级不想,2.556,6.571,0.437,0.678
1227,越不想,3.989,4.111,0.679,0.698
1228,愈不想,3.778,5.071,0.583,0.863
1229,极度不想,2.838,6.333,0.331,0.687
1230,还不想,4.55,4.0,0.472,0.707
1231,还没想,4.643,3.286,0.35,0.364
1232,还没有想,4.389,4.125,0.458,0.65
1233,蛮不想,3.611,5.188,0.458,0.933
1234,最不想,3.857,5.0,0.35,0.707
1235,太没爱,3.45,5.729,0.496,0.878
1236,太没有爱,2.625,6.556,0.484,0.497
1237,比较不爱,4.0,3.833,0.0,0.577
1238,比较没爱,3.863,4.0,0.328,0.756
1239,比较没有爱,3.963,5.0,0.579,0.707
1240,更不爱,3.1,5.813,0.735,0.704
1241,更没爱,3.25,5.5,0.5,1.195
1242,很不爱,2.167,6.813,0.471,0.747
1243,很没爱,3.329,5.517,0.709,0.71
1244,特别不爱,2.111,6.714,0.737,0.452
1245,最不爱,2.0,6.75,0.782,1.061
1246,最没爱,2.6,6.7,1.091,0.51
1247,超不爱,2.5,7.125,0.5,0.599
1248,超级不爱,2.875,6.75,0.599,0.433
1249,越不爱,2.875,5.938,0.415,0.583
1250,较不爱,3.722,5.222,0.671,0.885
1251,很没有爱,2.778,6.0,0.786,0.816
1252,太没爱心,3.0,6.643,0.471,0.639
1253,很没爱心,3.278,5.667,0.416,0.471
1254,更没感情,3.5,6.313,0.5,0.788
1255,很没感情,3.438,6.188,0.39,0.788
1256,很没有感情,3.25,5.667,0.5,0.799
1257,超没感情,2.911,6.5,0.687,0.463
1258,还不感谢,4.625,6.0,0.65,0.0
1259,更没烦恼,5.586,6.144,0.416,0.821
1260,完全不能解决,2.556,6.0,0.497,0.756
1261,完全没有解决,3.063,6.563,0.165,0.583
1262,还不能解决,3.667,4.625,0.471,0.484
1263,还没解决,4.0,4.75,0.0,0.433
1264,还没有解决,4.0,5.0,0.0,0.0
1265,完全没遇到,5.0,5.0,0.0,0.756
1266,还没遇到,4.938,3.444,0.165,0.497
1267,还没有遇到,4.938,3.625,0.165,0.484
1268,还没有游戏,4.9,4.5,0.141,0.5
1269,比较没有对,3.929,5.083,0.821,0.607
1270,有点不对,4.0,4.056,0.0,0.831
1271,有点没有对,4.357,4.5,0.226,0.559
1272,完全不对,2.556,5.625,0.497,0.696
1273,完全没对,3.175,6.063,0.307,0.726
1274,完全没有对,2.778,5.833,0.629,0.373
1275,稍微不对,4.05,4.363,0.132,0.412
1276,还不满足,3.5,5.357,0.5,0.789
1277,还不能满足,4.667,4.522,0.783,0.498
1278,比较不满意,4.0,4.944,0.0,0.685
1279,有点不满意,4.0,5.0,0.0,0.0
1280,很不满意,2.444,6.5,0.497,0.667
1281,相当不满意,2.722,6.444,0.533,0.497
1282,越不满意,3.333,5.889,0.471,0.737
1283,极度不满意,1.625,7.429,0.484,0.495
1284,较不满意,4.0,4.625,0.0,0.484
1285,还不满意,3.5,5.625,0.5,0.696
1286,最不满意,2.111,6.5,0.737,0.5
1287,稍微不满意,4.0,4.611,0.0,0.567
1288,完全没有认真,3.111,6.125,0.567,0.415
1289,十分不乐观,2.5,6.833,0.5,0.373
1290,更不乐观,3.063,6.1,0.165,0.831
1291,更加不乐观,3.111,6.444,0.737,0.685
1292,非常不乐观,2.667,6.625,0.471,1.111
1293,相当不乐观,2.556,6.056,0.497,0.762
1294,极度不乐观,1.5,6.214,0.667,0.647
1295,有点不确定,4.063,4.222,0.165,0.416
1296,更加不确定,3.744,6.189,0.593,0.677
1297,较不确定,4.0,4.071,0.0,0.175
1298,还不能确定,4.444,4.1,0.497,0.831
1299,还没确定,4.5,4.75,0.5,0.433
1300,还没有确定,4.611,4.0,0.458,0.0
1301,完全不冲突,5.875,5.167,0.781,0.687
1302,完全没有冲突,6.0,5.667,0.707,1.247
1303,更没有冲突,4.72,5.338,0.392,0.472
1304,还不能质疑,4.214,6.0,0.589,0.782
1305,太不适合,3.0,5.889,0.0,0.875
1306,比较不适合,4.0,3.85,0.0,0.776
1307,有点不适合,4.056,3.444,0.157,0.497
1308,完全不适合,2.667,6.0,0.471,0.816
1309,更不适合,3.167,5.125,0.577,0.927
1310,非常不适合,2.611,6.143,0.567,0.639
1311,很不适合,2.375,5.75,0.484,0.661
1312,最不适合,3.071,5.571,0.175,0.904
1313,超不适合,2.5,6.375,0.577,0.992
1314,较不适合,4.0,4.833,0.0,0.687
1315,蛮不适合,3.5,4.9,0.5,0.831
1316,超级不适合,2.4,6.667,0.49,0.816
1317,较不适宜,4.0,4.5,0.0,0.471
1318,非常不适当,2.667,6.214,0.471,0.749
1319,很没魄力,3.071,6.111,0.175,0.698
1320,超没魄力,3.111,6.25,0.737,0.968
1321,太不积极,3.5,6.222,0.5,0.786
1322,完全没有积极,3.5,6.357,0.497,0.875
1323,更没有积极,4.544,4.725,0.44,0.655
1324,比较没兴趣,4.056,3.875,0.157,0.599
1325,比较没有兴趣,4.311,4.743,0.412,0.498
1326,好没兴趣,3.833,5.688,0.471,0.704
1327,更没兴趣,3.556,6.167,0.437,0.236
1328,很没兴趣,3.611,5.375,0.624,0.696
1329,很没有兴趣,3.725,5.125,0.591,0.877
1330,较没兴趣,4.0,5.0,0.333,0.535
1331,完全不输,6.4,5.5,0.49,0.5
1332,更不能输,5.667,6.25,0.816,0.661
1333,最不能输,4.8,6.643,0.678,0.35
1334,还没输,5.688,5.3,0.609,0.872
1335,完全没错,6.625,5.857,0.484,0.639
1336,完全没有错,6.667,5.944,0.471,0.896
1337,更没错,6.167,6.389,0.745,0.698
1338,更没有错,5.438,6.278,0.682,0.533
1339,很没错,5.84,5.083,0.427,0.837
1340,尤其不能错过,6.125,6.0,0.599,0.471
1341,最不能错过,5.85,6.75,1.001,0.433
1342,更不能随便,4.875,6.438,0.74,0.464
1343,比较没有优势,3.667,5.286,0.471,0.7
1344,比较没压力,5.722,4.375,0.533,0.484
1345,比较没有压力,5.688,4.375,0.556,0.484
1346,完全没压力,6.714,5.417,0.452,0.837
1347,完全没有压力,6.0,6.0,0.756,1.323
1348,更没有压力,6.333,4.938,0.667,0.95
1349,最没压力,5.889,5.625,0.875,1.409
1350,较没压力,4.4,4.689,0.503,0.431
1351,完全没帮助,3.071,6.111,0.175,0.737
1352,完全没有帮助,3.0,5.5,0.0,0.5
1353,更没有帮助,3.189,5.786,0.328,0.525
1354,最没帮助,3.1,6.375,0.735,0.65
1355,最没有帮助,2.978,6.417,0.59,0.449
1356,更不能滥用,4.883,6.5,0.932,0.433
1357,完全不能松懈,5.556,5.889,0.956,0.737
1358,比较不关心,4.0,4.0,0.0,0.816
1359,越不关心,3.333,5.875,0.408,1.139
1360,较不关心,4.0,4.643,0.0,0.693
1361,完全不愿,2.389,6.1,0.393,0.8
1362,更不愿,3.5,5.786,0.447,0.525
1363,最不愿,3.05,7.071,0.757,0.175
1364,较不愿,4.0,5.0,0.0,0.866
1365,还不愿,3.938,5.333,0.165,0.816
1366,比较不愿意,4.0,4.889,0.0,0.875
1367,完全不愿意,3.071,6.875,0.175,0.599
1368,更不愿意,3.111,6.0,0.567,0.667
1369,最不愿意,2.833,6.714,0.667,0.452
1370,较不愿意,4.0,4.4,0.0,0.49
1371,还不愿意,4.0,5.05,0.0,0.85
1372,较不严重,4.8,4.438,0.872,0.682
1373,还不严重,5.0,4.857,0.894,0.833
1374,还不能赢,4.333,5.857,0.471,0.639
1375,比较不烂,4.429,5.563,0.562,0.583
1376,稍微不烂,4.275,4.525,0.552,0.466
1377,较不烂,4.25,5.025,0.873,0.665
1378,更不能牺牲,5.271,6.571,0.828,0.562
1379,比较没顾虑,5.675,4.488,0.479,0.542
1380,比较没有顾虑,5.513,4.144,0.437,0.641
1381,可能不利,3.58,5.538,0.477,0.472
1382,本来心情,4.75,4.8,0.433,0.812
1383,也许心情,4.75,3.875,0.433,0.217
1384,本来支持,5.244,4.35,0.882,0.456
1385,可能支持,6.167,5.1,0.577,0.995
1386,应该支持,6.0,4.8,0.624,0.872
1387,本能支配,4.744,5.057,0.403,0.232
1388,也许失去,3.833,5.313,0.333,0.428
1389,可能失去,3.889,5.222,0.208,0.629
1390,可能打破,4.643,5.5,0.226,0.624
1391,也许正,5.563,4.313,0.39,0.428
1392,可能正,5.75,4.286,0.25,0.364
1393,本来同情,4.444,4.071,0.55,0.495
1394,也许好,5.556,4.6,0.369,0.397
1395,可能好,5.567,4.286,0.149,0.452
1396,应该好,5.875,4.929,0.415,0.175
1397,也许成功,6.563,5.688,0.726,0.348
1398,可能成功,6.643,5.625,0.742,0.484
1399,也许有钱,5.656,5.111,0.313,0.743
1400,也许死,2.375,5.786,0.696,0.452
1401,可能死,2.438,4.5,0.464,0.5
1402,应该死刑,2.75,6.714,0.354,0.525
1403,也许自由,5.114,4.45,0.368,0.43
1404,本来免费,4.556,4.556,0.643,0.643
1405,也许希望,5.863,4.243,0.4,0.354
1406,本来希望,4.922,4.833,0.571,0.667
1407,也许忘记,4.5,4.583,0.25,0.786
1408,可能忘记,4.556,4.438,0.283,0.464
1409,本来忘记,4.743,4.575,0.472,0.452
1410,应该把握,5.55,4.84,0.463,0.917
1411,本来决定,4.678,5.443,0.485,0.42
1412,应该足够,5.25,3.813,0.354,0.747
1413,应该协助,5.888,4.5,0.344,0.583
1414,可能忽略,4.375,3.813,0.415,0.788
1415,也许怕,3.833,5.375,0.624,0.415
1416,本来怕,4.75,5.125,0.791,0.331
1417,应该怪,4.0,5.0,0.5,0.707
1418,应该承担,5.089,4.667,0.509,0.471
1419,本来拒绝,5.0,6.0,0.829,0.624
1420,可能放弃,3.55,5.0,0.415,0.25
1421,应该放弃,3.611,5.0,0.614,0.25
1422,可能玩,5.063,4.625,0.464,0.415
1423,应该保护,5.857,5.75,0.515,0.707
1424,也许勉强,3.889,4.611,0.515,0.614
1425,可能威胁,3.75,6.25,0.25,0.5
1426,本来相信,5.46,4.75,0.589,0.661
1427,应该相信,6.0,4.786,0.577,0.247
1428,可能致命,3.0,6.222,0.0,0.82
1429,可能面临,4.822,4.5,0.315,0.661
1430,也许值得,5.722,4.625,0.342,0.484
1431,本来害怕,4.167,5.0,0.373,0.433
1432,可能差,3.613,4.425,0.395,0.463
1433,应该差,4.0,4.143,0.5,0.44
1434,可能破坏,3.538,6.078,0.472,0.784
1435,应该高兴,6.311,5.722,0.443,0.916
1436,应该清楚,5.222,3.722,0.478,0.82
1437,应该爽,6.322,6.033,0.437,0.718
1438,也许喜欢,6.075,4.613,0.198,0.525
1439,可能喜欢,6.078,4.644,0.162,0.504
1440,本来喜欢,4.813,5.0,0.827,0.236
1441,可能丧失,3.611,4.82,0.513,0.733
1442,本该尊重,5.063,5.5,0.634,0.378
1443,应该尊重,5.856,4.944,0.435,0.598
1444,也许最好,6.357,6.178,0.639,0.585
1445,本来犹豫,4.75,4.5,0.5,0.471
1446,本来答应,4.875,4.025,0.179,0.745
1447,本来开心,4.525,5.35,0.479,0.676
1448,应该开心,5.986,5.35,0.242,0.456
1449,本来乱,3.8,5.114,0.6,0.806
1450,也许干,4.0,5.9,0.707,0.49
1451,也许想,5.0,3.938,0.0,0.808
1452,可能想,4.889,3.444,0.208,0.685
1453,本来想,4.6,3.5,0.42,0.521
1454,应该想,5.0,3.714,0.0,0.452
1455,也许爱,6.5,4.65,0.624,0.517
1456,也许感情,5.0,4.9,0.0,0.663
1457,应该禁止,3.625,5.389,0.65,0.657
1458,可能解决,5.7,4.488,0.235,0.488
1459,也许遇到,5.088,3.986,0.169,0.083
1460,可能遇到,5.025,3.444,0.066,0.531
1461,可能违法,3.5,6.063,0.333,0.3
1462,也许对,5.6,3.86,0.44,0.785
1463,可能对,5.563,4.313,0.39,0.428
1464,本该对,4.814,5.163,0.436,0.62
1465,应该对,5.7,4.1,0.568,0.742
1466,也许认真,5.9,4.333,0.321,0.373
1467,应该庆幸,6.125,5.833,0.545,0.882
1468,本来确定,4.971,4.875,0.205,0.599
1469,可能冲击,3.875,6.313,0.484,0.348
1470,也许适合,5.238,3.344,0.218,0.71
1471,可能担心,4.111,5.5,0.458,0.667
1472,本来担心,4.429,6.063,0.416,0.634
1473,应该担心,4.056,5.8,0.685,0.557
1474,应该积极,5.85,6.0,0.923,0.267
1475,也许输,4.071,4.583,0.495,0.534
1476,可能输,3.944,4.5,0.157,0.463
1477,本来输,4.286,4.938,0.452,0.634
1478,也许错误,3.929,5.438,0.175,0.583
1479,也许帮助,5.9,4.967,0.233,0.69
1480,应该帮助,6.189,5.5,0.513,0.5
1481,本来怀疑,4.04,4.45,0.731,0.466
1482,应该关心,5.833,5.563,0.236,0.39
1483,可能严重,3.333,5.857,0.782,0.58
1484,应该严格,4.056,6.35,0.724,0.712
1485,可能赢,6.111,6.167,0.314,0.527
1486,本来赢,4.5,5.667,0.577,0.471
1487,应该赢,6.325,6.05,0.492,0.779
1488,可能赢得,6.556,6.313,0.437,0.428
1489,可能最不利,2.556,6.438,0.55,0.527
1490,本来很反对,4.6,4.633,0.476,0.453
1491,本来蛮支持,5.056,5.5,0.685,0.612
1492,应该最支持,7.429,6.0,0.728,0.378
1493,可能更可怕,2.833,7.0,0.882,0.408
1494,应该更可怕,2.375,6.944,0.415,0.55
1495,可能太正,6.643,6.083,0.639,0.672
1496,应该挺正,6.389,5.2,0.657,0.927
1497,可能比较正,6.333,4.611,0.624,0.698
1498,可能很正,6.625,5.643,0.781,0.693
1499,本来很正,5.214,4.938,0.589,0.726
1500,应该很正,6.813,5.688,0.658,0.428
1501,应该蛮正,6.244,5.111,0.587,0.743
1502,本来很同情,4.367,4.95,0.35,0.745
1503,也许比较好,5.778,5.111,0.583,0.614
1504,也许更好,6.433,4.99,0.616,0.778
1505,也许很好,5.85,4.6,0.212,0.469
1506,可能比较好,6.375,4.875,0.65,0.331
1507,可能很好,6.356,4.833,0.574,0.667
1508,可能稍微好,5.622,4.422,0.312,0.476
1509,可能较好,6.25,5.222,0.661,0.629
1510,可能还好,5.143,4.563,0.58,0.464
1511,本来很好,5.167,5.714,0.687,0.364
1512,应该比较好,6.6,5.289,0.397,0.619
1513,应该更好,6.5,5.786,0.816,0.247
1514,应该非常好,7.1,6.178,0.24,0.346
1515,应该很好,6.857,5.5,0.44,0.667
1516,应该挺好,6.186,5.286,0.387,0.525
1517,应该特别好,7.014,6.033,0.247,0.137
1518,应该超好,7.163,5.944,0.384,0.762
1519,应该较好,6.233,4.944,0.672,0.831
1520,应该还好,5.55,4.167,0.529,0.816
1521,应该蛮好,6.563,5.071,0.634,0.175
1522,可能比较安全,6.438,4.286,0.634,0.452
1523,可能还安全,5.438,4.278,0.527,0.416
1524,应该比较安全,6.222,4.556,0.749,0.437
1525,应该最安全,7.143,6.071,0.58,0.776
1526,应该还安全,5.556,4.375,0.369,0.484
1527,应该蛮安全,6.389,4.722,0.737,0.671
1528,可能比较有效,5.91,5.02,0.729,0.807
1529,可能更有效,6.6,5.371,0.501,0.446
1530,可能还有效,5.667,4.657,0.594,0.583
1531,应该比较有效,6.75,6.25,0.433,0.692
1532,可能更有趣,6.833,5.944,0.631,0.437
1533,应该挺有趣,6.733,5.286,0.323,0.587
1534,应该很有趣,7.0,6.056,0.667,0.762
1535,应该蛮有趣,6.9,5.6,0.371,0.424
1536,可能更有钱,6.511,6.16,0.463,0.287
1537,可能很有钱,6.225,5.0,0.531,0.783
1538,可能还有钱,5.313,4.389,0.426,0.574
1539,应该非常有钱,6.575,6.278,0.494,0.621
1540,应该很有钱,6.571,5.714,0.562,0.364
1541,可能有点冷,4.078,4.156,0.355,0.512
1542,应该更完善,6.267,4.611,0.724,0.567
1543,可能很希望,6.5,5.714,0.764,0.7
1544,可能还希望,6.55,5.857,1.036,0.44
1545,本来还希望,5.1,4.9,0.772,0.608
1546,应该比较希望,6.0,5.333,0.378,0.471
1547,应该最希望,7.2,6.167,0.812,0.471
1548,应该非常足够,6.4,5.075,0.462,0.888
1549,可能很怕,3.556,6.111,0.55,0.515
1550,可能最怕,2.143,6.75,0.226,0.5
1551,本来很怕,4.2,5.833,0.678,0.882
1552,本来还怕,4.42,6.157,0.739,0.555
1553,应该比较怕,3.813,5.9,0.428,0.735
1554,应该最怕,2.3,6.714,0.4,0.525
1555,应该超怕,2.611,7.0,0.567,0.624
1556,可能有点怪,3.53,4.688,0.473,0.499
1557,可能比较勉强,3.722,4.988,0.533,0.729
1558,可能有点勉强,3.833,4.875,0.471,0.545
1559,可能还勉强,3.625,4.5,0.484,0.463
1560,应该还勉强,4.333,4.363,0.622,0.412
1561,可能太帅,7.0,5.75,0.0,0.5
1562,可能很帅,6.556,5.688,0.643,0.348
1563,本来有点后悔,4.722,4.357,0.671,0.915
1564,应该超后悔,2.57,6.714,0.473,0.587
1565,应该更珍惜,7.143,5.643,0.25,0.539
1566,可能比较陌生,4.063,4.389,0.682,1.074
1567,可能有点陌生,4.05,3.625,0.789,0.82
1568,可能有点风险,4.111,5.629,0.328,0.721
1569,可能更值得,7.0,6.0,0.559,0.408
1570,可能最值得,6.813,6.438,0.704,0.768
1571,应该蛮值得,6.643,5.513,0.385,0.597
1572,本来有点害怕,4.375,5.5,0.545,0.5
1573,本来很害怕,4.643,5.778,0.953,0.916
1574,可能比较差,3.611,4.75,0.458,0.829
1575,可能很差,3.438,4.633,0.418,0.432
1576,可能较差,3.544,3.838,0.479,0.51
1577,应该非常差,2.389,5.688,0.458,0.556
1578,可能还差,3.167,4.6,0.816,0.624
1579,可能更恐怖,2.367,7.056,0.313,0.685
1580,可能比较缺乏,3.244,4.933,0.409,0.859
1581,可能较缺乏,3.533,4.022,0.51,0.063
1582,可能太臭,2.889,5.3,0.698,0.245
1583,应该很讨厌,2.643,6.813,0.693,0.496
1584,可能很讨厌,2.275,6.5,0.424,0.467
1585,本来很讨厌,4.28,5.343,0.319,0.42
1586,应该超讨厌,2.375,7.0,0.415,0.316
1587,本来很高兴,5.271,5.529,0.52,0.69
1588,应该更高兴,7.111,6.5,0.737,0.75
1589,应该非常高兴,7.563,7.313,0.39,0.609
1590,应该很高兴,6.811,6.644,0.621,0.46
1591,可能比较强,6.313,5.167,0.496,0.471
1592,可能更强,6.656,5.844,0.392,0.564
1593,可能很强,5.5,5.222,0.463,0.583
1594,本来很强,4.917,5.125,0.731,0.545
1595,应该比较强,6.556,5.278,0.643,0.533
1596,应该更强,6.525,5.667,0.435,0.432
1597,应该很强,6.422,5.7,0.494,0.532
1598,应该挺强,6.556,5.643,0.497,0.44
1599,应该蛮强,6.189,5.575,0.468,0.441
1600,本来很排斥,4.625,5.944,0.545,0.685
1601,可能比较清楚,5.563,4.375,0.464,0.857
1602,应该最清楚,5.913,5.163,0.169,0.678
1603,应该比较清楚,5.843,4.525,0.199,0.529
1604,应该更清楚,5.625,4.056,0.545,0.685
1605,应该很清楚,6.429,3.9,0.562,0.2
1606,应该蛮清楚,6.0,3.813,0.667,0.496
1607,可能比较爽,6.433,5.986,0.512,0.645
1608,应该比较爽,7.125,7.25,0.82,0.661
1609,应该更爽,6.513,7.744,0.468,0.445
1610,应该很爽,6.85,6.0,0.543,0.913
1611,应该挺爽,7.556,6.611,0.643,0.614
1612,应该最爽,7.722,7.722,0.478,0.533
1613,应该蛮爽,7.167,6.722,0.667,0.749
1614,可能比较笨,3.611,5.088,0.495,0.635
1615,可能太累,3.25,4.75,0.612,0.559
1616,可能比较累,3.611,4.444,0.567,0.643
1617,可能有点累,3.913,3.7,0.169,0.574
1618,可能更累,3.188,5.178,0.569,0.751
1619,可能很累,3.25,5.063,0.559,0.882
1620,可能比较麻烦,3.75,5.188,0.354,0.747
1621,可能更麻烦,2.889,5.5,0.698,0.5
1622,可能很麻烦,3.356,6.263,0.46,0.482
1623,可能比较喜欢,6.356,5.0,0.504,0.816
1624,可能更喜欢,7.075,6.444,0.268,0.497
1625,可能较喜欢,6.011,5.375,0.716,0.441
1626,本来很喜欢,5.063,5.875,0.882,0.65
1627,本来最喜欢,5.333,5.75,0.687,1.006
1628,本来超喜欢,5.063,6.056,0.768,0.685
1629,本来蛮喜欢,5.0,5.5,0.5,0.5
1630,应该比较喜欢,6.125,5.857,0.599,0.226
1631,应该最喜欢,7.625,6.056,0.331,0.724
1632,应该蛮喜欢,6.822,6.122,0.418,0.721
1633,可能更恶化,2.46,6.856,0.418,0.403
1634,可能太无聊,3.325,3.856,0.455,0.744
1635,本来有点犹豫,5.0,4.5,0.559,0.408
1636,本来还犹豫,4.778,4.438,0.629,0.464
1637,应该蛮舒服,6.375,4.3,0.545,0.6
1638,本来超开心,5.34,6.125,0.561,0.781
1639,本来很开心,4.813,4.938,0.747,0.726
1640,应该很开心,6.422,6.75,0.531,0.49
1641,应该最开心,7.344,6.5,0.531,0.5
1642,应该超开心,7.667,7.222,0.782,0.786
1643,可能更乱,3.088,6.267,0.169,0.672
1644,可能有点伤,3.638,4.6,0.328,0.462
1645,可能稍嫌,3.857,5.417,0.226,0.607
1646,应该很干,2.375,7.2,0.96,0.51
1647,也许很想,5.3,3.789,0.427,0.895
1648,可能太想,5.311,4.944,0.431,0.685
1649,可能比较想,5.583,4.438,0.449,1.13
1650,可能更想,5.388,4.788,0.337,0.605
1651,可能很想,5.075,5.0,0.139,0.707
1652,本来好想,4.944,4.583,0.55,0.449
1653,本来有点想,4.533,3.363,0.386,0.447
1654,本来很想,4.389,4.8,0.657,0.678
1655,本来最想,4.633,5.311,0.467,0.923
1656,本来超想,4.8,4.25,0.289,0.559
1657,本来还想,4.675,3.978,0.412,0.67
1658,本来蛮想,4.563,4.143,0.39,0.639
1659,应该比较想,5.267,4.111,0.337,0.88
1660,应该更想,5.256,4.871,0.33,0.597
1661,应该很想,6.313,5.0,0.496,0.806
1662,应该最想,5.375,5.583,0.415,0.449
1663,应该超想,5.9,5.678,0.304,0.722
1664,应该还想,5.444,5.0,0.437,0.707
1665,应该蛮想,5.444,4.46,0.469,0.993
1666,可能太爱,6.25,5.0,1.299,0.894
1667,可能比较爱,7.143,5.688,1.093,0.428
1668,可能很爱,6.5,4.875,0.447,0.901
1669,应该非常爱,8.05,6.389,0.723,0.698
1670,应该很爱,7.188,5.5,1.368,0.408
1671,应该超爱,8.133,6.417,0.591,0.449
1672,应该很惨,2.333,5.167,0.236,0.882
1673,可能更惨,2.467,6.0,0.445,0.932
1674,可能很惨,1.938,5.938,0.3,0.39
1675,本来更惨,3.625,6.0,0.65,0.624
1676,应该更惨,2.125,6.2,0.415,0.245
1677,应该最惨,2.563,5.75,1.13,0.5
1678,应该蛮惨,2.688,5.8,0.704,0.4
1679,可能比较慢,4.214,2.5,0.247,0.559
1680,应该太慢,3.571,4.1,0.495,0.8
1681,应该更精彩,6.929,7.111,1.147,0.843
1682,应该非常精彩,8.0,7.813,0.0,0.556
1683,应该很精彩,7.475,7.243,0.54,0.8
1684,本来很紧张,4.786,5.571,0.589,0.495
1685,可能比较轻松,6.2,3.071,0.6,0.979
1686,应该比较轻松,6.044,2.913,0.406,0.777
1687,也许比较适合,5.522,3.5,0.509,0.463
1688,也许更适合,5.867,4.211,0.457,0.919
1689,可能比较适合,5.344,3.55,0.476,1.036
1690,可能更适合,6.389,4.938,0.515,0.768
1691,可能很适合,5.814,4.067,0.304,0.693
1692,应该比较适合,5.463,3.744,0.324,0.596
1693,应该更适合,6.278,4.611,0.583,0.515
1694,应该非常适合,6.438,4.722,0.464,0.629
1695,应该很适合,5.95,4.189,0.324,0.772
1696,应该挺适合,6.375,4.333,0.415,0.687
1697,应该最适合,6.163,5.1,0.331,0.587
1698,应该较适合,5.813,4.188,0.428,0.428
1699,应该蛮适合,6.144,4.488,0.211,0.56
1700,可能更担心,3.422,5.922,0.379,0.686
1701,本来有点担心,4.417,5.722,0.672,0.533
1702,本来很担心,4.833,5.563,0.553,0.464
1703,本来超担心,4.5,6.278,0.632,0.853
1704,应该还输,3.786,4.938,0.589,0.808
1705,可能略输,3.944,3.81,0.427,0.556
1706,可能还输,2.889,5.429,0.809,0.416
1707,可能有点帮助,5.778,4.95,0.342,0.82
1708,可能太丑,2.438,4.786,0.583,0.647
1709,可能很丑,2.944,5.333,0.831,0.707
1710,本来很丑,3.943,4.322,0.761,0.621
1711,应该更谨慎,5.438,5.5,0.682,0.782
1712,应该特别谨慎,6.111,5.5,1.021,0.655
1713,可能比较严重,3.433,5.963,0.573,0.64
1714,可能更严重,2.638,7.513,0.4,0.465
1715,可能很严重,2.444,6.9,0.369,0.831
1716,可能最严重,2.533,7.344,0.51,0.627
1717,应该更严重,2.456,7.333,0.372,0.782
1718,可能还赢,7.111,6.889,0.737,0.843
1719,应该还赢,6.443,5.8,0.565,0.545
1720,可能有点烂,3.578,5.233,0.439,0.833
1721,可能更烂,2.125,6.067,0.217,0.501
1722,可能很烂,3.375,4.889,0.415,0.698
1723,本来很烂,3.36,5.825,0.625,0.769
1724,可能有点蠢,3.875,4.417,0.415,0.344
1725,应该非常骄傲,5.5,6.875,0.764,0.599
1726,应该没八卦,5.263,3.75,0.427,0.661
1727,应该没有八卦,4.944,4.25,0.55,0.433
1728,可能不支持,4.0,4.563,0.0,0.464
1729,本来不支持,5.111,5.313,0.774,0.609
1730,可能没打,4.5,5.0,0.408,0.707
1731,应该不打,5.125,5.25,0.65,0.433
1732,应该不能打,5.0,4.875,0.267,0.545
1733,应该没打,5.063,5.143,0.464,0.226
1734,应该没有打,4.96,4.14,0.637,0.799
