No.,text,Valence_Mean,Arousal_Mean,Valence_SD,Arousal_SD
1249,过错,3.2,5.0,0.98,1.673
1250,违心,3.0,5.2,0.632,1.327
1251,违犯,3.0,5.2,0.632,1.166
1252,违抗,2.8,6.8,0.748,0.4
1253,违法,2.4,6.6,1.02,1.2
1254,违纪,2.6,5.6,0.8,1.02
1255,违约,2.8,5.6,0.748,1.02
1256,违背,3.0,4.8,0.632,1.47
1257,违规,3.4,5.2,0.8,1.327
1258,顽固,3.2,6.4,0.4,0.8
1259,顽强,5.0,6.2,1.095,0.748
1260,鼓舞,6.6,6.8,0.49,0.4
1261,厌世,2.2,6.6,0.4,1.855
1262,厌食,2.8,5.2,0.4,2.04
1263,厌倦,3.2,4.2,0.4,1.6
1264,厌恶,2.6,7.2,0.49,0.4
1265,厌烦,3.0,5.6,0.632,1.356
1266,叹,4.0,3.6,0.632,1.2
1267,叹息,3.4,3.8,1.02,1.166
1268,叹气,3.2,4.0,0.748,1.265
1269,嫩,5.2,4.4,1.47,1.2
1270,宁静,6.2,1.6,0.748,0.8
1271,对抗,4.0,7.2,0.632,0.4
1272,对质,3.8,7.0,0.748,1.095
1273,惨,2.8,5.0,0.748,1.673
1274,慢,4.4,2.8,0.49,1.327
1275,慷慨,6.8,5.8,0.98,0.748
1276,摧毁,2.8,7.2,0.4,0.4
1277,荣幸,6.8,5.4,0.4,1.356
1278,荣耀,7.6,7.0,0.49,0.894
1279,荣誉,7.6,5.8,0.8,1.47
1280,满足,7.4,4.6,0.8,1.356
1281,满意,7.2,5.6,0.748,1.02
1282,漂亮,7.2,6.0,0.4,1.265
1283,漫不经心,3.2,3.4,0.4,1.356
1284,琐事,3.8,4.6,0.4,0.8
1285,琐碎,3.8,4.6,0.4,0.49
1286,疑心,3.2,5.4,0.4,0.8
1287,疑神,3.8,5.6,0.748,1.02
1288,疑惑,3.8,4.8,0.748,0.4
1289,疑虑,3.6,5.0,1.02,1.095
1290,疑点,3.8,4.2,0.748,1.166
1291,疑难,3.8,4.4,0.748,0.8
1292,疑惧,3.8,6.2,0.748,1.166
1293,疯,2.6,7.8,1.356,0.748
1294,祸,3.2,6.0,0.98,1.414
1295,福气,7.0,4.4,0.632,1.356
1296,精力,5.4,4.0,0.49,1.549
1297,精心,6.2,4.6,0.748,1.855
1298,精美,6.4,4.2,1.02,1.72
1299,精疲力尽,3.0,5.2,0.894,1.939
1300,精疲力竭,3.0,5.4,0.894,1.96
1301,精彩,7.6,7.6,0.49,0.49
1302,紧张,3.6,7.0,1.02,0.632
1303,紧绷,3.8,7.2,0.748,0.748
1304,腐朽,2.8,4.0,0.748,2.0
1305,腐臭,3.0,4.4,0.632,1.96
1306,腐败,2.4,5.6,0.49,2.498
1307,腐烂,2.6,4.8,0.8,2.227
1308,认可,5.8,4.0,0.4,1.265
1309,误,3.6,4.0,0.49,1.549
1310,误会,3.2,5.4,0.4,1.744
1311,误解,3.4,5.6,0.49,1.855
1312,说谎,2.6,5.4,0.8,0.49
1313,豪爽,7.2,6.8,0.4,0.98
1314,豪华,6.8,5.8,0.4,1.166
1315,轻快,6.2,4.8,0.4,1.166
1316,轻忽,3.8,5.2,0.4,0.748
1317,轻视,3.2,5.6,0.748,1.356
1318,轻蔑,2.6,6.8,0.8,1.47
1319,轻松,6.0,2.2,0.632,0.748
1320,远离,4.4,3.8,0.8,1.6
1321,鄙,2.8,6.2,0.4,1.166
1322,酷刑,2.0,8.2,0.894,0.4
1323,酷爱,8.0,7.2,0.894,2.135
1324,酸,4.6,4.8,0.49,0.98
1325,酸甜苦辣,4.8,5.2,0.4,0.4
1326,铭印,5.8,6.2,0.748,0.98
1327,肮脏,3.2,4.6,0.4,1.356
1328,鼻酸,3.4,6.4,0.49,0.8
1329,僵化,3.8,4.0,0.4,0.894
1330,僵住,3.8,3.6,0.748,1.744
1331,僵冷,3.6,3.4,1.02,1.625
1332,僵局,3.8,4.2,0.4,0.98
1333,僵持,3.4,5.6,0.8,1.855
1334,僵硬,3.4,5.4,0.49,1.497
1335,剧烈,4.6,8.2,0.8,0.748
1336,唠叨,3.8,5.8,0.4,1.47
1337,恶,2.4,6.0,0.8,0.894
1338,恶心,2.2,6.8,0.4,0.748
1339,堕落,2.4,6.2,0.8,2.4
1340,妩媚,6.6,5.6,0.49,1.497
1341,嬉笑,5.8,5.6,1.6,1.497
1342,娇弱,3.8,3.4,0.4,1.497
1343,宽大,6.2,4.2,0.4,1.939
1344,宽容,7.0,3.2,0.0,1.327
1345,德行,6.6,3.2,1.356,1.6
1346,庆功,7.0,7.2,1.095,1.166
1347,庆生,6.4,6.4,1.02,1.497
1348,庆幸,6.4,6.0,0.49,1.095
1349,庆贺,7.0,6.0,0.632,0.894
1350,忧心,3.6,6.0,0.49,0.632
1351,忧患,3.2,5.4,0.4,1.2
1352,忧劳,3.6,5.6,0.49,1.02
1353,忧伤,3.0,5.6,0.632,1.02
1354,忧愁,2.8,5.4,0.4,1.02
1355,忧烦,3.0,5.4,0.632,0.8
1356,忧虑,2.8,6.2,0.4,1.166
1357,忧郁,2.4,4.8,0.49,1.72
1358,憎,2.2,6.8,1.166,1.327
1359,怜惜,4.6,4.8,1.2,0.98
1360,愤,2.6,7.6,1.02,1.02
1361,挚情,7.2,5.4,0.4,1.497
1362,挚爱,7.8,6.2,0.748,1.72
1363,挚诚,7.6,6.0,0.8,2.0
1364,撒谎,3.2,5.2,0.4,0.748
1365,抚育,6.0,3.8,0.632,1.47
1366,敌视,3.0,6.6,0.632,0.49
1367,敌意,3.4,6.4,0.49,0.8
1368,敌对,2.8,7.0,0.748,0.632
1369,暴力,2.2,7.8,0.4,0.4
1370,暴怒,1.8,8.4,0.748,0.49
1371,暴躁,2.8,8.0,0.4,0.632
1372,乐,6.6,5.6,0.49,1.2
1373,乐子,6.2,4.2,0.748,1.72
1374,乐不,5.2,4.4,0.748,1.855
1375,乐天,6.8,4.6,0.4,2.417
1376,乐在其中,7.0,5.6,0.0,1.356
1377,乐此,6.4,5.0,0.49,1.789
1378,乐而,6.2,4.4,0.4,1.625
1379,乐得,6.2,4.4,0.4,1.625
1380,乐善,6.4,4.4,0.49,2.059
1381,乐园,6.4,5.4,0.49,1.356
1382,乐极生悲,2.8,6.8,0.4,0.98
1383,乐趣,6.4,5.0,0.8,1.549
1384,乐观,7.0,5.0,0.632,0.894
1385,叹为观止,6.6,7.6,1.2,1.02
1386,毅然,5.8,6.4,0.748,0.8
1387,洁净,6.2,4.6,0.4,1.356
1388,热切,6.2,6.4,0.748,0.49
1389,热烈,6.4,7.6,0.8,0.49
1390,热衷,6.4,6.4,0.8,1.2
1391,热情,6.6,6.4,1.02,1.2
1392,热望,6.2,6.0,0.98,1.414
1393,热泪盈眶,5.0,7.6,0.0,0.49
1394,热闹,6.4,6.6,1.02,0.49
1395,奖,6.8,5.2,0.4,1.327
1396,奖助,7.0,5.2,0.632,1.327
1397,奖杯,7.4,5.4,0.49,1.356
1398,奖状,7.4,5.2,0.49,1.47
1399,奖金,7.6,5.6,0.49,1.02
1400,奖品,7.4,5.6,0.8,1.02
1401,奖章,6.8,5.0,0.4,1.673
1402,奖牌,6.8,5.2,0.4,1.327
1403,奖赏,6.6,5.4,0.49,1.356
1404,奖学金,7.4,5.6,0.49,2.059
1405,奖励,7.0,5.2,0.632,1.327
1406,确定,6.2,5.2,0.748,0.4
1407,确信,6.2,5.4,0.748,1.497
1408,穷,3.6,4.0,0.49,0.894
1409,穷困,3.0,4.2,0.894,1.47
1410,糊涂,3.8,3.6,0.4,1.02
1411,缓和,5.2,3.2,0.4,1.166
1412,蔑视,2.6,6.6,0.8,1.2
1413,冲突,3.4,6.8,0.49,0.4
1414,冲击,3.2,7.2,0.748,0.98
1415,调皮,5.0,4.8,0.894,1.72
1416,调戏,3.6,6.2,0.49,0.748
1417,贱民,2.2,7.6,0.748,0.8
1418,贱骨头,1.8,7.8,0.748,0.748
1419,质疑,3.6,5.6,1.02,0.8
1420,辉煌,7.0,6.2,0.632,0.748
1421,适宜,6.4,5.0,0.49,0.632
1422,适时,6.2,5.0,0.4,1.265
1423,适当,6.2,4.6,0.4,0.8
1424,遭受,3.6,5.8,0.8,0.748
1425,铤而走险,3.0,7.0,0.894,0.632
1426,震怒,2.4,8.2,0.49,0.748
1427,震颤,3.2,7.4,0.748,0.8
1428,震惊,3.6,7.4,1.356,1.02
1429,霉运,2.8,5.4,0.4,1.356
1430,养育,6.2,4.0,0.748,1.673
1431,魄力,7.0,6.2,0.0,0.748
1432,魅力,7.2,5.6,0.4,1.855
1433,懊悔,3.4,6.4,0.49,0.49
1434,懊恼,3.2,7.0,0.748,0.894
1435,战火,3.0,6.8,0.894,1.47
1436,战争,3.0,7.2,0.894,1.166
1437,战斗,3.0,7.0,0.894,0.894
1438,战胜,7.4,7.4,1.02,1.02
1439,战乱,3.0,7.2,0.894,0.748
1440,拥抱,6.4,5.6,0.49,1.02
1441,拥护,6.4,6.0,0.49,0.894
1442,擅长,6.2,5.0,0.748,1.549
1443,操心,3.8,5.6,0.4,1.356
1444,操守,5.2,3.8,0.4,1.47
1445,操劳,3.6,5.2,0.49,1.47
1446,担保,5.0,4.8,0.632,1.6
1447,担忧,3.6,4.8,0.49,1.166
1448,整齐,6.6,4.2,0.49,1.47
1449,整洁,6.8,4.2,0.4,1.47
1450,机敏,7.0,5.6,0.632,1.497
1451,机警,7.0,6.4,0.632,0.8
1452,机灵,7.0,6.0,0.632,1.265
1453,激怒,2.6,7.8,0.49,0.4
1454,激动,4.8,7.8,0.4,0.748
1455,激情,5.4,7.4,0.49,0.49
1456,激励,7.2,6.8,0.4,0.4
1457,独自,4.2,3.2,0.4,1.6
1458,独创,6.2,4.2,0.748,1.939
1459,瘸,3.4,3.6,0.49,1.2
1460,积极,6.6,6.6,1.02,0.8
1461,罹难,1.8,7.0,0.748,1.414
1462,腻,3.6,4.0,0.8,1.265
1463,兴旺,6.8,5.6,0.4,1.497
1464,兴致,6.2,6.0,0.98,0.894
1465,兴趣,6.6,5.4,1.02,0.8
1466,兴奋,7.4,7.2,0.49,0.4
1467,融洽,7.4,5.0,0.49,2.098
1468,褫夺,2.6,7.4,0.8,0.49
1469,亲,6.6,5.8,0.8,1.6
1470,亲吻,7.2,7.4,0.4,1.356
1471,亲和,7.0,4.4,0.632,1.625
1472,亲密,7.6,6.2,0.49,1.327
1473,讽刺,3.0,6.8,0.0,0.4
1474,诺言,6.8,5.8,0.98,0.748
1475,谋杀,1.6,7.8,0.49,0.748
1476,踊跃,6.8,6.8,0.4,0.4
1477,蹂躏,2.2,7.6,0.4,0.49
1478,输家,3.0,5.0,0.632,1.789
1479,输掉,3.4,5.2,0.8,1.72
1480,迟到,3.8,5.0,0.4,0.632
1481,迟钝,3.6,3.6,0.49,1.2
1482,迟疑,3.6,4.8,0.49,1.166
1483,遗弃,2.8,5.8,0.4,1.939
1484,遗憾,2.6,4.8,0.49,1.72
1485,错,3.0,4.8,0.894,1.939
1486,错乱,3.0,6.2,0.894,1.166
1487,错误,3.2,5.6,0.748,1.02
1488,头昏,3.2,4.6,0.748,1.356
1489,默哀,2.2,4.2,0.748,2.315
1490,优,6.8,5.4,0.4,1.356
1491,优秀,7.6,6.6,0.49,1.356
1492,优良,7.6,6.2,1.02,1.6
1493,优柔寡断,3.2,4.6,0.748,1.855
1494,优美,6.8,5.4,0.4,1.497
1495,优胜,7.6,6.8,0.49,0.98
1496,优惠,6.8,6.2,0.748,1.72
1497,优雅,6.8,5.0,0.4,1.414
1498,优势,6.8,6.0,0.4,0.894
1499,优点,7.0,5.0,0.632,1.095
1500,吓,3.6,6.8,0.49,0.748
1501,压力,2.6,6.8,0.49,0.98
1502,压抑,2.6,5.4,0.49,1.497
1503,压制,3.6,6.0,0.8,0.894
1504,压迫,2.8,7.2,0.748,1.166
1505,尴尬,3.8,4.6,0.4,0.8
1506,懦,3.2,4.2,0.4,0.98
1507,击,4.8,6.6,0.4,1.497
1508,击败,6.0,6.8,1.414,1.166
1509,滥用,3.0,5.6,0.632,1.625
1510,滥情,3.0,6.2,0.632,1.166
1511,灿烂,6.6,6.4,1.02,1.356
1512,获胜,7.8,7.2,0.748,1.327
1513,获奖,7.8,7.0,0.748,1.414
1514,瞧不起,3.2,6.2,0.748,1.6
1515,糟,3.4,4.4,0.49,1.2
1516,糟糕,3.2,5.2,0.748,1.72
1517,糟蹋,2.4,7.2,0.49,1.72
1518,繁琐,3.8,5.0,0.98,1.095
1519,绷紧,4.2,7.2,0.748,0.98
1520,聪明,7.0,4.8,0.632,2.315
1521,胆小,3.6,4.6,0.49,1.855
1522,胆怯,3.2,5.2,0.748,1.47
1523,胆量,5.4,4.6,0.8,1.96
1524,胆战心惊,2.8,7.6,0.748,0.49
1525,艰困,3.2,6.6,0.748,0.8
1526,艰辛,3.0,6.4,0.894,0.49
1527,艰苦,3.0,6.6,0.632,0.49
1528,艰深,3.4,6.4,0.8,1.02
1529,艰巨,3.2,7.2,1.166,0.748
1530,艰险,3.0,7.8,0.894,0.748
1531,艰涩,3.2,7.2,0.98,1.327
1532,艰难,3.2,7.2,0.98,0.748
1533,亏损,3.2,5.6,0.748,1.855
1534,亵渎,2.4,7.6,1.02,1.02
1535,谢天谢地,7.4,7.4,0.49,0.8
1536,谢意,6.2,6.0,0.4,1.549
1537,丑,3.6,3.8,0.49,1.47
1538,鲜明,6.4,5.4,0.49,1.744
1539,鲜美,6.2,5.4,0.4,1.356
1540,向往,6.0,5.0,0.632,1.549
1541,简洁,6.2,4.8,0.4,1.47
1542,谨慎,6.4,4.2,0.8,1.72
1543,蹧蹋,2.6,7.2,0.8,1.166
1544,镇定,5.4,2.8,1.02,1.47
1545,镇静,5.4,1.8,1.02,0.748
1546,镇压,3.0,7.0,1.095,0.632
1547,杂乱,3.6,5.6,0.49,1.497
1548,松懈,3.6,4.2,0.49,1.47
1549,坏人,3.4,5.4,0.49,1.02
1550,坏心,3.4,6.0,0.49,0.894
1551,坏死,2.8,5.0,0.748,1.897
1552,坏事,3.4,5.2,0.49,1.166
1553,坏处,3.4,5.0,0.49,1.095
1554,坏话,3.4,5.0,0.49,1.414
1555,坏运,3.0,5.6,0.0,1.02
1556,宠爱,6.8,5.6,1.166,2.059
1557,惩罚,3.4,6.2,0.49,0.98
1558,懒惰,3.4,4.0,0.8,1.673
1559,懒散,3.6,3.0,0.8,1.789
1560,怀乡,5.0,4.6,0.632,1.497
1561,爆发,4.2,7.6,0.748,0.8
1562,痴迷,3.8,6.8,0.98,1.72
1563,稳健,7.0,5.2,0.894,1.327
1564,赞同,7.0,5.0,0.894,1.265
1565,辞职,4.0,4.8,0.632,2.04
1566,难吃,3.4,5.8,0.8,1.72
1567,难堪,3.0,6.4,0.632,1.02
1568,难过,3.0,5.6,0.632,1.356
1569,难闻,3.6,5.6,0.49,1.02
1570,难熬,2.6,7.2,0.49,0.748
1571,难题,3.6,5.2,0.49,1.72
1572,愿,6.0,5.0,0.632,1.673
1573,骗,3.4,6.0,0.49,0.894
1574,严重,3.2,7.0,0.98,0.632
1575,严峻,3.0,7.6,0.894,0.49
1576,严格,3.8,6.8,1.6,1.166
1577,严酷,2.8,7.6,1.166,1.2
1578,严厉,3.8,7.4,1.166,0.49
1579,宝贵,7.0,5.0,0.894,1.673
1580,竞争,5.0,6.6,1.095,1.356
1581,耀眼,6.6,6.4,1.02,1.02
1582,触目惊心,2.6,8.0,0.8,0.632
1583,触怒,2.8,7.4,0.748,0.49
1584,触景伤情,2.8,6.2,0.4,0.98
1585,赢取,6.4,6.0,0.49,1.549
1586,赢钱,6.6,6.2,0.8,2.135
1587,骚动,4.0,6.6,0.632,1.02
1588,骚扰,3.4,6.0,0.49,0.632
1589,惧怕,2.6,7.2,0.8,0.748
1590,烂,2.8,5.6,0.748,1.356
1591,牺牲,3.6,6.6,0.8,0.49
1592,缠身,3.6,6.2,0.49,1.166
1593,缠讼,3.6,5.6,0.49,1.96
1594,缠绵,6.8,6.6,0.748,1.02
1595,蠢,3.0,5.2,0.632,1.72
1596,护,6.0,4.4,0.894,1.2
1597,踌躇,4.2,4.8,0.4,1.166
1598,顾虑,4.2,4.6,0.4,1.02
1599,欢天喜地,8.2,7.8,0.4,0.4
1600,欢心,7.2,6.6,0.748,0.49
1601,欢呼,7.2,7.2,0.748,0.748
1602,欢欣,7.2,7.0,0.748,0.632
1603,欢笑,7.4,6.8,1.02,0.4
1604,欢喜,7.4,6.8,0.8,0.4
1605,欢愉,6.6,6.8,1.497,0.98
1606,欢乐,7.2,6.8,0.748,0.98
1607,欢声,7.2,6.2,0.748,0.98
1608,欢欢喜喜,8.0,6.8,0.632,1.327
1609,颤抖,3.2,6.8,0.748,1.166
1610,骄傲,4.8,6.4,1.6,1.02
1611,脏,3.2,4.6,0.748,1.356
1612,搅乱,3.0,6.6,0.894,1.02
1613,变味,3.4,5.2,0.49,1.327
1614,变动,4.8,6.0,0.4,0.894
1615,变质,3.4,5.0,0.49,1.265
1616,惊,4.8,7.0,0.4,1.095
1617,惊人,4.8,7.6,0.4,0.8
1618,惊心,4.6,7.6,0.49,1.02
1619,惊呆,4.4,7.8,0.49,0.98
1620,惊奇,6.2,7.4,0.748,0.8
1621,惊怕,3.6,7.0,0.49,0.632
1622,惊恐,2.8,7.8,0.98,0.748
1623,惊悚,2.8,7.8,0.748,0.4
1624,惊异,3.8,7.2,0.748,0.4
1625,惊讶,5.0,7.2,0.0,1.327
1626,惊喜,7.2,7.4,0.748,0.49
1627,惊愕,3.6,7.4,0.49,0.49
1628,惊慌,3.2,7.6,0.748,0.49
1629,惊叹,5.4,7.6,1.356,0.8
1630,惊疑,4.0,7.2,0.632,0.748
1631,惊叹,5.0,7.6,1.095,1.02
1632,惊险,4.0,7.6,1.265,0.49
1633,惊骇,3.2,7.8,1.47,0.4
1634,惊吓,3.0,7.8,0.894,0.4
1635,惊扰,3.4,6.8,0.49,0.4
1636,体面,6.4,5.4,0.49,0.8
1637,体贴,7.0,5.6,0.632,1.356
1638,体会,6.4,4.4,0.8,1.356
1639,体谅,6.6,4.8,0.49,1.47
1640,灵巧,7.2,4.8,0.748,1.327
1641,灵活,6.8,4.2,0.748,1.166
1642,灵敏,6.6,4.2,1.02,1.166
1643,灵感,6.2,4.2,1.166,1.166
1644,龌龊,2.2,8.0,0.98,0.632
1645,赞,7.6,5.6,0.8,0.8
1646,赞不绝口,8.2,8.0,0.4,0.632
1647,赞佩,7.8,7.0,0.4,0.632
1648,赞叹,7.6,7.2,0.49,0.4
1649,赞叹,7.6,7.2,0.49,0.4
1650,赞赏,7.8,6.8,0.748,1.166
1651,郁,3.0,4.8,0.894,1.327
1652,贪污,1.8,7.6,1.166,1.744
1653,进行,5.4,3.4,0.49,1.62
1654,举行,5.6,3.8,0.8,1.72
1655,发展,6.2,4.2,0.75,0.75
1656,参加,5.4,4.2,0.49,1.47
1657,增加,5.8,4.0,0.4,1.41
1658,合作,6.4,4.2,0.49,1.33
1659,接受,5.6,3.6,0.49,0.8
1660,成为,5.4,3.8,0.49,0.98
1661,完成,6.4,5.0,1.02,0.63
1662,获得,6.2,4.2,0.75,1.17
1663,通过,6.4,4.4,1.02,1.2
1664,特别,5.8,4.2,0.98,0.98
1665,了解,5.6,3.6,0.49,1.02
1666,重要,6.0,5.6,1.1,0.8
1667,建设,6.2,3.8,1.17,1.17
1668,管理,5.4,3.2,0.49,0.98
1669,改革,6.2,5.4,0.98,1.2
1670,开放,6.2,4.6,0.75,1.02
1671,成长,6.8,4.8,0.75,1.17
1672,正式,5.4,4.2,0.49,0.75
1673,准备,5.0,3.8,0.0,1.17
1674,开发,5.8,4.6,0.75,0.49
1675,说明,4.8,3.4,0.4,1.02
1676,联合,5.0,4.0,0.0,1.41
1677,经营,5.8,4.0,0.4,0.63
1678,机会,6.2,4.4,0.75,1.02
1679,生产,5.8,4.0,0.75,0.89
1680,专家,6.2,4.2,0.4,1.33
1681,努力,6.8,5.8,0.75,1.47
1682,注意,5.6,4.6,0.8,1.02
1683,达成,6.4,5.0,0.49,1.79
1684,负责,6.0,4.2,1.1,1.33
1685,资源,5.4,2.8,0.8,1.83
1686,公开,5.4,3.8,0.49,1.47
1687,稳定,6.0,3.4,0.89,1.36
1688,提高,5.8,5.0,0.4,1.26
1689,能力,5.6,3.2,0.49,1.6
1690,达到,5.8,5.0,0.75,1.41
1691,法律,4.6,3.6,0.49,1.85
1692,重视,5.6,5.6,0.8,0.49
1693,协调,5.0,4.2,1.1,1.47
1694,全面,5.0,3.6,0.0,1.02
1695,考虑,4.6,3.8,0.49,1.17
1696,健康,6.0,4.0,0.63,1.26
1697,实际,5.0,3.2,0.0,1.17
1698,全力,5.8,5.4,0.75,1.36
1699,拥有,5.6,4.2,0.8,1.47
1700,必要,5.0,5.4,0.63,1.36
1701,经验,5.6,3.2,0.8,0.98
1702,促进,6.2,5.4,0.98,1.02
1703,艺术,5.6,2.8,0.8,1.33
1704,独立,5.6,3.4,0.8,1.02
1705,训练,5.2,4.2,0.75,1.47
1706,提升,6.0,4.8,0.63,1.17
1707,卫生,5.8,3.2,0.75,1.17
1708,明显,5.6,3.8,0.49,0.75
1709,知道,5.4,3.2,0.49,1.47
1710,符合,6.0,3.4,0.63,1.02
1711,坚持,6.2,5.2,1.17,1.17
1712,给予,5.8,4.2,0.98,1.17
1713,正常,5.8,3.4,0.4,1.02
1714,权益,5.2,3.8,0.4,1.83
1715,地位,5.4,3.8,0.49,1.17
1716,很多,5.6,4.2,0.8,0.98
1717,音乐,5.2,3.0,0.4,1.41
1718,良好,6.8,4.2,0.4,0.98
1719,承认,5.0,3.8,0.0,1.47
1720,高级,6.2,4.4,0.75,1.36
1721,学习,5.6,3.8,0.8,1.33
1722,福利,6.6,4.0,0.8,1.67
1723,自然,5.2,3.4,0.4,1.2
1724,通知,5.0,3.4,0.0,1.36
1725,明确,6.2,3.4,0.4,1.02
1726,真正,5.4,3.6,0.49,0.8
1727,确实,5.4,3.6,0.49,0.8
1728,公平,5.8,4.0,0.98,1.26
1729,充分,5.8,4.4,0.4,1.02
1730,得到,5.6,4.0,0.49,1.1
1731,规范,5.4,3.4,0.49,1.02
1732,一致,5.2,3.6,0.4,1.02
1733,合理,5.8,3.6,0.4,1.02
1734,支援,5.6,4.2,0.49,0.98
1735,主动,5.8,5.0,0.75,1.41
1736,掌握,5.2,4.2,0.4,1.47
1737,纪念,5.6,3.0,0.49,1.1
1738,容易,5.6,3.2,0.49,1.47
1739,领先,6.4,5.0,0.49,1.1
1740,安定,5.6,3.2,0.49,0.98
1741,财产,5.2,2.4,0.4,1.36
1742,合法,5.8,3.4,0.75,1.36
1743,实现,5.8,4.0,0.75,1.26
1744,获利,6.6,4.6,0.49,1.2
1745,防止,4.8,5.0,0.75,0.63
1746,创造,6.2,4.4,0.75,1.02
1747,迅速,5.8,4.8,0.4,1.33
1748,进步,6.6,4.8,0.8,0.75
1749,秩序,5.6,3.4,0.49,1.02
1750,当然,5.2,4.0,0.4,1.1
1751,正确,6.4,4.2,0.49,0.98
1752,推荐,6.2,4.4,0.4,1.02
1753,特色,5.6,3.2,0.49,0.98
1754,实在,5.4,3.4,0.49,0.8
1755,澄清,4.4,4.0,0.8,1.79
1756,繁荣,6.6,4.0,0.49,0.89
1757,时机,5.2,3.2,0.4,1.72
1758,解除,4.8,3.4,0.4,2.15
1759,批准,5.4,3.2,0.49,1.47
1760,认同,6.4,4.6,0.49,1.02
1761,完整,5.8,3.4,0.75,1.02
1762,伙伴,5.4,3.2,0.49,1.17
1763,赞成,6.2,4.6,0.4,1.2
1764,期待,6.2,5.6,0.4,1.02
1765,增进,5.8,4.4,0.4,1.36
1766,著名,6.0,3.6,0.0,1.02
1767,表扬,6.0,4.6,0.63,1.74
1768,遵守,5.2,3.0,0.4,1.1
1769,创新,6.2,4.6,0.75,1.36
1770,享有,5.4,3.6,0.49,1.36
1771,平衡,5.4,2.8,0.49,1.33
1772,详细,5.4,3.2,0.49,1.17
1773,许可,5.4,3.2,0.49,1.47
1774,方便,6.0,3.8,0.0,0.75
1775,自动,5.4,2.8,0.49,1.33
1776,友好,6.2,4.4,0.4,1.62
1777,合格,6.4,4.0,0.49,2.1
1778,健全,6.2,3.8,0.4,1.33
1779,固定,5.2,2.8,0.4,1.33
1780,学会,6.0,3.4,0.63,1.5
1781,审慎,5.6,3.8,0.8,1.6
1782,实行,5.2,3.6,0.4,1.36
1783,信用,6.0,3.8,0.63,1.33
1784,杰出,7.4,5.0,1.02,1.67
1785,的确,5.2,3.0,0.4,1.41
1786,义务,5.0,3.2,0.0,1.6
1787,思考,5.4,3.4,0.49,1.5
1788,黄金,5.6,3.2,0.8,1.94
1789,促成,5.8,4.4,0.4,1.85
1790,习惯,5.0,3.0,0.0,1.41
1791,毫无,4.2,3.2,0.75,1.17
1792,专门,5.2,3.6,0.4,1.02
1793,显著,5.4,4.4,0.49,0.49
1794,慰问,4.2,4.4,0.98,1.36
1795,清理,4.8,4.2,0.4,1.17
1796,请求,4.6,4.2,0.49,1.6
1797,重要性,5.0,5.0,0.63,1.41
1798,平等,5.8,3.4,0.75,1.62
1799,务实,6.0,3.6,0.63,1.36
1800,正义,6.4,4.8,0.49,1.17
1801,消除,4.0,4.4,0.89,1.5
1802,清除,4.0,4.4,0.89,1.36
1803,休息,5.2,2.8,0.4,1.17
1804,成熟,5.8,3.2,0.75,1.17
1805,理性,5.6,3.2,0.49,1.17
1806,强大,6.2,5.4,0.75,1.02
1807,减轻,5.2,3.8,0.75,1.6
1808,革命,5.0,6.2,0.0,0.75
1809,法定,5.0,3.6,0.0,1.85
1810,赞助,6.0,4.2,0.89,1.17
1811,明白,5.0,3.8,0.63,1.94
1812,可行,5.6,4.0,0.49,1.41
1813,公正,6.6,4.2,0.49,0.98
1814,福祉,6.2,3.4,0.75,1.02
1815,克服,5.2,5.4,1.17,1.2
1816,助益,6.2,4.4,0.75,1.36
1817,道德,5.6,3.4,0.49,1.02
1818,圆满,6.4,4.4,0.49,1.62
1819,适应,5.2,4.0,1.17,1.41
1820,夺得,5.2,5.6,0.98,1.5
1821,生效,5.6,3.8,0.8,1.72
1822,期许,5.8,4.6,0.75,1.02
1823,便利,6.0,3.4,0.63,1.02
1824,熟悉,5.4,4.0,0.49,1.1
1825,正当,6.2,4.0,0.4,1.26
1826,履行,5.2,3.8,0.4,2.32
1827,凝聚,5.6,3.6,0.49,1.96
1828,革新,6.2,5.4,0.4,1.62
1829,友谊,6.4,4.0,0.49,1.67
1830,奋斗,6.6,5.8,0.8,1.72
1831,自主,5.6,4.2,0.49,1.72
1832,巨大,5.2,4.8,0.4,2.23
1833,开拓,5.6,4.6,0.8,1.96
1834,过关,6.0,5.0,0.63,1.67
1835,营养,5.4,3.0,0.8,1.26
1836,适度,5.2,3.0,0.4,1.26
1837,罕见,5.2,4.2,0.4,2.04
1838,天然,5.6,3.6,0.49,1.62
1839,首位,5.8,3.4,0.75,1.62
1840,让步,4.6,3.6,0.49,1.62
1841,深刻,5.4,4.6,0.49,1.2
1842,得奖,7.0,5.8,0.63,1.72
1843,致意,5.2,4.2,0.4,1.6
1844,名誉,6.2,4.2,1.17,1.47
1845,爱国,6.8,5.8,0.75,0.75
1846,中和,5.4,2.8,0.49,1.33
1847,严密,4.8,4.8,0.75,1.6
1848,突出,5.6,5.0,0.8,1.1
1849,理解,5.8,4.2,0.75,1.33
1850,前进,6.0,4.2,0.63,1.72
1851,声望,6.0,3.8,0.63,1.47
1852,慎重,5.6,3.8,0.49,2.04
1853,热心,6.4,5.2,0.49,1.47
1854,推进,5.2,4.8,0.4,1.72
1855,愉快,7.0,4.8,0.63,1.6
1856,技巧,5.2,3.2,0.4,1.72
1857,允诺,5.4,3.8,0.8,2.04
